,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,2750,1415,0,0,0,33,0
true_DDOS,5,129364,0,0,0,0,0
true_DOS,1,30761,2,0,0,2,0
true_MIRAI,0,9971,21,4,0,12,0
true_RECON,2052,560,0,0,0,13,0
true_SPOOFING,1271,434,0,0,1,160,0
true_WEB,117,23,0,0,0,5,0
