,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,3498,0,0,0,0,651,49,0
true_BRUTEFORCE,27,0,0,0,0,23,0,0
true_DDOS,792,0,127419,496,577,84,1,0
true_DOS,713,0,26203,1116,2716,16,2,0
true_MIRAI,27,0,114,0,9857,0,10,0
true_RECON,1250,0,0,0,0,1365,10,0
true_SPOOFING,1281,0,1,0,0,361,223,0
true_WEB,51,0,0,0,0,40,4,0
