,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4331,0,0,0,0,1010,64,3
true_BRUTEFORCE,0,0,0,0,0,0,0,0
true_DDOS,715,0,283844,3914,1354,171,10,2
true_DOS,1,0,97,7,9,0,0,0
true_MIRAI,3,0,39,0,2417,0,4,0
true_RECON,3374,0,0,1,0,4860,30,0
true_SPOOFING,6,0,0,0,0,1,0,0
true_WEB,8,0,0,0,0,5,0,0
