,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,393,0,0,0,0,52,2,0
true_BRUTEFORCE,11,0,0,0,0,20,0,0
true_DDOS,20,0,9083,310,39,2,0,0
true_DOS,476,0,65739,14701,8043,50,7,0
true_MIRAI,0,0,9,0,626,0,1,0
true_RECON,33,0,0,0,0,24,3,0
true_SPOOFING,2338,0,0,0,0,687,438,0
true_WEB,47,0,0,0,0,37,2,0
