,pred_BENIGN,pred_BRUTEFORCE,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,276,0,0,0,0,2,169,0
true_BRUTEFORCE,6,0,0,0,0,3,22,0
true_DDOS,19,0,4334,5066,32,0,3,0
true_DOS,407,0,3387,78620,6546,11,45,0
true_MIRAI,0,0,9,0,626,0,1,0
true_RECON,19,0,0,0,0,3,38,0
true_SPOOFING,1468,0,0,0,0,31,1956,8
true_WEB,28,0,0,0,0,2,55,1
