,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,6865,0,0,0,26,71,0
true_DDOS,368,83097,1882,380,42,1,0
true_DOS,226,10749,1760,1247,8,2,0
true_MIRAI,52,188,3,17447,0,23,0
true_RECON,3,0,0,0,1,0,0
true_SPOOFING,3698,0,0,0,43,312,1
true_WEB,357,0,0,0,3,8,0
