round,client_id,num_examples,loss,accuracy,balanced_accuracy,precision,recall,f1
1,1,128863,0.4999280273914337,0.8263194245050945,0.45356636451790194,0.5058689611847671,0.45356636451790194,0.42241831226513654
1,2,128863,0.7345591187477112,0.4661927783770361,0.46257648056076694,0.40897144132070856,0.46257648056076694,0.2740069769174319
1,3,128863,0.5451949238777161,0.757641836679264,0.46467905445536845,0.5648604960422234,0.46467905445536845,0.39352442660921244
1,4,128863,0.4091247022151947,0.9005455406128989,0.4674097299518279,0.3924212074732686,0.4674097299518279,0.3291058375080572
1,5,128863,0.3648032248020172,0.9313767334300769,0.4480227523732475,0.23149431729015207,0.4480227523732475,0.22556991857965247
2,1,128863,0.4802008271217346,0.8473727912589339,0.4939981039149411,0.5260084436460634,0.4939981039149411,0.4382410385110993
2,2,128863,0.7074854969978333,0.47276565034183593,0.47683055182009987,0.4198868350076262,0.47683055182009987,0.296019258758827
2,3,128863,0.5280089378356934,0.7794091399393154,0.4778924038225007,0.5747149797269813,0.4778924038225007,0.41908460563207406
2,4,128863,0.3866059482097626,0.9306317562062035,0.4799880697313856,0.3986830579133249,0.4799880697313856,0.3626695096129122
2,5,128863,0.3428960144519806,0.9618276774559028,0.4561611035354757,0.20985080151900087,0.4561611035354757,0.2290937511098706
3,1,128863,0.46215927600860596,0.8495999627511388,0.48466177854612125,0.5187103619441108,0.48466177854612125,0.4240947489312285
3,2,128863,0.6923561692237854,0.47706478973793875,0.4617765744536474,0.4199379341033006,0.4617765744536474,0.284578944835941
3,3,128863,0.500908613204956,0.7825287320642853,0.4644202805990209,0.570965991740999,0.4644202805990209,0.4010965467917744
3,4,128863,0.3698849380016327,0.9361104428734393,0.45030249074811285,0.3955021426635788,0.45030249074811285,0.3517348249229584
3,5,128863,0.33298051357269287,0.9678030156057208,0.4596510299634046,0.21823875304152018,0.4596510299634046,0.23907638007251436
4,1,128863,0.4350627064704895,0.8541862287856096,0.49736776444726344,0.5651971812459574,0.49736776444726344,0.44954206420152854
4,2,128863,0.6782907247543335,0.47298293536546565,0.49024549533347545,0.4813227449468916,0.49024549533347545,0.32733223278934404
4,3,128863,0.4872022569179535,0.7886282330847489,0.4877153453085695,0.5793500648457464,0.4877153453085695,0.43986381322652035
4,4,128863,0.3495216369628906,0.9420081792291037,0.4871584006850033,0.41832687425896636,0.4871584006850033,0.3864843481733465
4,5,128863,0.30907317996025085,0.9725988064844059,0.4605608310789596,0.2264539007257962,0.4605608310789596,0.25307258484749945
5,1,128863,0.4377911388874054,0.8532705276145984,0.5018054579157727,0.579382918529564,0.5018054579157727,0.4557310987996021
5,2,128863,0.6490042805671692,0.49117279591504154,0.4884701361943281,0.493067526205003,0.4884701361943281,0.334547093932247
5,3,128863,0.4876375198364258,0.7867657900250654,0.48427615384158335,0.5615866143837442,0.48427615384158335,0.4313377762282056
5,4,128863,0.36388686299324036,0.9347834521934147,0.48480590690603653,0.4159464882036104,0.48480590690603653,0.37487850855003485
5,5,128863,0.32508182525634766,0.9650093510161954,0.4635315967961494,0.23450329128979286,0.4635315967961494,0.26001705841016903
6,1,128863,0.43542468547821045,0.8462242847054624,0.5126534273515689,0.5648020897246276,0.5126534273515689,0.4679573476336388
6,2,128863,0.6251758933067322,0.5420718127003097,0.5027308070782665,0.4883931153941838,0.5027308070782665,0.36369629566136863
6,3,128863,0.4743565618991852,0.7887523959553945,0.49990464066517243,0.5622468448305787,0.49990464066517243,0.4555029366147446
6,4,128863,0.3743860125541687,0.909842235552486,0.49966244887409755,0.4230132354542769,0.49966244887409755,0.38422352976052254
6,5,128863,0.34015384316444397,0.9377400805506624,0.47216166134435233,0.24239026912897685,0.47216166134435233,0.2692117458453494
7,1,128863,0.41629093885421753,0.8561417939982773,0.5211202243362736,0.5450567348915307,0.5211202243362736,0.48059461641720336
7,2,128863,0.6096025705337524,0.5763485251779021,0.5120737206822704,0.558981504821236,0.5120737206822704,0.44765643796936044
7,3,128863,0.46591243147850037,0.8004392261549087,0.5068719640539238,0.5800016649226265,0.5068719640539238,0.4675149631138388
7,4,128863,0.3664688467979431,0.9156002886786743,0.5060675489875887,0.4425654723167619,0.5060675489875887,0.39507872845520964
7,5,128863,0.3299061059951782,0.9434903734974353,0.4769054584357719,0.2521931418983497,0.4769054584357719,0.2785455129067955
