,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,4110,0,0,0,40,48,0
true_DDOS,118,121441,7386,353,62,7,2
true_DOS,108,20435,7862,2339,20,2,0
true_MIRAI,6,106,6,9878,0,12,0
true_RECON,2134,0,0,0,408,82,1
true_SPOOFING,1516,0,0,0,30,319,1
true_WEB,131,0,0,0,1,13,0
