,pred_BENIGN,pred_DDOS,pred_DOS,pred_MIRAI,pred_RECON,pred_SPOOFING,pred_WEB
true_BENIGN,1402,0,0,0,14,18,0
true_DDOS,50,117815,3052,303,60,11,1
true_DOS,0,1575,449,0,1,1,0
true_MIRAI,2,16,1,1097,0,2,0
true_RECON,2409,0,0,0,466,68,6
true_SPOOFING,16,0,0,0,0,4,0
true_WEB,23,0,0,0,0,1,0
