Round,client_1,client_2,client_3,client_4,client_5
1,0.6123166680335999,0.4331333339214325,0.3208666741847992,0.7612666487693787,0.5432666540145874
2,0.5354333519935608,0.7798833250999451,0.6414666771888733,0.7828999757766724,0.5281500220298767
3,0.7751500010490417,0.6625833511352539,0.5420500040054321,0.7861833572387695,0.5371000170707703
4,0.5306000113487244,0.539566695690155,0.7943000197410583,0.6831666827201843,0.7969666719436646
5,0.8016999959945679,0.5487833619117737,0.5365666747093201,0.8014666438102722,0.7005166411399841
6,0.7097499966621399,0.8023666739463806,0.5489333271980286,0.7965499758720398,0.5249833464622498
7,0.5191166400909424,0.6939166784286499,0.789650022983551,0.46195000410079956,0.7115166783332825
8,0.5598833560943604,0.8106333613395691,0.7299833297729492,0.5392833352088928,0.8095666766166687
9,0.7746833562850952,0.5444999933242798,0.8148499727249146,0.5692999958992004,0.7963166832923889
10,0.7418500185012817,0.8042833209037781,0.4973999857902527,0.5336666703224182,0.7200166583061218
11,0.8064333200454712,0.5686666369438171,0.7412333488464355,0.805316686630249,0.5346666574478149
12,0.5255500078201294,0.5680500268936157,0.7835666537284851,0.7830333113670349,0.7428333163261414
13,0.4865666627883911,0.7402833104133606,0.5223833322525024,0.8001166582107544,0.7049499750137329
14,0.8083000183105469,0.8242166638374329,0.5407166481018066,0.7874500155448914,0.5890666842460632
15,0.5466166734695435,0.7779666781425476,0.7987666726112366,0.586650013923645,0.8065833449363708
16,0.8190000057220459,0.7875999808311462,0.778166651725769,0.56086665391922,0.5345333218574524
17,0.5386999845504761,0.7912499904632568,0.7989000082015991,0.8099166750907898,0.5763166546821594
18,0.8115333318710327,0.5881166458129883,0.5440166592597961,0.8154666423797607,0.7865999937057495
19,0.588283360004425,0.8087166547775269,0.5428166389465332,0.7898666858673096,0.8101000189781189
20,0.7817999720573425,0.7581166625022888,0.7706500291824341,0.6420166492462158,0.6005333065986633
21,0.5404833555221558,0.8122333288192749,0.5902666449546814,0.8003333210945129,0.8201166391372681
22,0.7921500205993652,0.5482166409492493,0.8151333332061768,0.8167833089828491,0.5930833220481873
23,0.8205833435058594,0.816100001335144,0.80035001039505,0.5962499976158142,0.5480333566665649
24,0.5467333197593689,0.5957666635513306,0.8239499926567078,0.8194166421890259,0.7974500060081482
25,0.8176166415214539,0.5937833189964294,0.5467666387557983,0.7950000166893005,0.8220833539962769
26,0.542900025844574,0.8203333616256714,0.7933833599090576,0.5932833552360535,0.8152333498001099
27,0.7996833324432373,0.5435500144958496,0.822866678237915,0.8201500177383423,0.5906000137329102
28,0.8202333450317383,0.5963333249092102,0.7983499765396118,0.5487833619117737,0.8175666928291321
29,0.8066499829292297,0.7341499924659729,0.46665000915527344,0.6893500089645386,0.5325499773025513
30,0.8165000081062317,0.7998666763305664,0.550266683101654,0.8202000260353088,0.5972166657447815
